Year,Area_of_Residence,Sex,Age_at_Death,VALUE
2007,Wicklow Town,Both sexes,15 - 19 years,0.0
2007,Wicklow Town,Both sexes,20 - 24 years,0.0
2007,Wicklow Town,Both sexes,25 - 29 years,1.0
2007,Wicklow Town,Both sexes,30 - 34 years,1.0
2007,Wicklow Town,Both sexes,35 - 39 years,0.0
2007,Wicklow Town,Both sexes,40 - 44 years,1.0
2007,Wicklow Town,Both sexes,45 - 49 years,1.0
2007,Wicklow Town,Both sexes,50 - 54 years,2.0
2007,Wicklow Town,Both sexes,55 - 59 years,2.0
2007,Wicklow Town,Both sexes,60 - 64 years,3.0
2007,Wicklow Town,Both sexes,65 - 69 years,2.0
2007,Wicklow Town,Both sexes,70 - 74 years,4.0
2007,Wicklow Town,Both sexes,75 - 79 years,12.0
2007,Wicklow Town,Both sexes,80 - 84 years,7.0
2007,Wicklow Town,Both sexes,85 years and over,14.0
2007,Wicklow Town,Both sexes,All ages,52.0
2007,Wicklow Town,Male,Under 1 year,1.0
2007,Wicklow Town,Male,1 - 4 years,0.0
2007,Wicklow Town,Male,5 - 9 years,0.0
2007,Wicklow Town,Male,10 - 14 years,0.0
2007,Wicklow Town,Male,15 - 19 years,0.0
2007,Wicklow Town,Male,20 - 24 years,0.0
2007,Wicklow Town,Male,25 - 29 years,1.0
2007,Wicklow Town,Male,30 - 34 years,1.0
2007,Wicklow Town,Male,35 - 39 years,0.0
2007,Wicklow Town,Male,40 - 44 years,1.0
2007,Wicklow Town,Male,45 - 49 years,1.0
2007,Wicklow Town,Male,50 - 54 years,1.0
2007,Wicklow Town,Male,55 - 59 years,2.0
2007,Wicklow Town,Male,60 - 64 years,2.0
2007,Wicklow Town,Male,65 - 69 years,1.0
2007,Wicklow Town,Male,70 - 74 years,1.0
2007,Wicklow Town,Male,75 - 79 years,5.0
2007,Wicklow Town,Male,80 - 84 years,2.0
2007,Wicklow Town,Male,85 years and over,4.0
2007,Wicklow Town,Male,All ages,23.0
2007,Wicklow Town,Female,Under 1 year,1.0
2007,Wicklow Town,Female,1 - 4 years,0.0
2007,Wicklow Town,Female,5 - 9 years,0.0
2007,Wicklow Town,Female,10 - 14 years,0.0
2007,Wicklow Town,Female,15 - 19 years,0.0
2007,Wicklow Town,Female,20 - 24 years,0.0
2007,Wicklow Town,Female,25 - 29 years,0.0
2007,Wicklow Town,Female,30 - 34 years,0.0
2007,Wicklow Town,Female,35 - 39 years,0.0
2007,Wicklow Town,Female,40 - 44 years,0.0
2007,Wicklow Town,Female,45 - 49 years,0.0
2007,Wicklow Town,Female,50 - 54 years,1.0
2007,Wicklow Town,Female,55 - 59 years,0.0
2007,Wicklow Town,Female,60 - 64 years,1.0
2007,Wicklow Town,Female,65 - 69 years,1.0
2007,Wicklow Town,Female,70 - 74 years,3.0
2007,Wicklow Town,Female,75 - 79 years,7.0
2007,Wicklow Town,Female,80 - 84 years,5.0
2007,Wicklow Town,Female,85 years and over,10.0
2007,Wicklow Town,Female,All ages,29.0
2007,Rest of Wicklow,Both sexes,Under 1 year,3.0
2007,Rest of Wicklow,Both sexes,1 - 4 years,2.0
2007,Rest of Wicklow,Both sexes,5 - 9 years,1.0
2007,Rest of Wicklow,Both sexes,10 - 14 years,1.0
2007,Rest of Wicklow,Both sexes,15 - 19 years,4.0
2007,Rest of Wicklow,Both sexes,20 - 24 years,2.0
2007,Rest of Wicklow,Both sexes,25 - 29 years,4.0
2007,Rest of Wicklow,Both sexes,30 - 34 years,5.0
2007,Rest of Wicklow,Both sexes,35 - 39 years,4.0
2007,Rest of Wicklow,Both sexes,40 - 44 years,7.0
2007,Rest of Wicklow,Both sexes,45 - 49 years,9.0
2007,Rest of Wicklow,Both sexes,50 - 54 years,10.0
2007,Rest of Wicklow,Both sexes,55 - 59 years,18.0
2007,Rest of Wicklow,Both sexes,60 - 64 years,31.0
2007,Rest of Wicklow,Both sexes,65 - 69 years,38.0
2007,Rest of Wicklow,Both sexes,70 - 74 years,35.0
2007,Rest of Wicklow,Both sexes,75 - 79 years,71.0
2007,Rest of Wicklow,Both sexes,80 - 84 years,86.0
2007,Rest of Wicklow,Both sexes,85 years and over,130.0
2007,Rest of Wicklow,Both sexes,All ages,461.0
2007,Rest of Wicklow,Male,Under 1 year,2.0
2007,Rest of Wicklow,Male,1 - 4 years,0.0
2007,Rest of Wicklow,Male,5 - 9 years,1.0
2007,Rest of Wicklow,Male,10 - 14 years,1.0
2007,Rest of Wicklow,Male,15 - 19 years,3.0
2007,Rest of Wicklow,Male,20 - 24 years,2.0
2007,Rest of Wicklow,Male,25 - 29 years,3.0
2007,Rest of Wicklow,Male,30 - 34 years,2.0
2007,Rest of Wicklow,Male,35 - 39 years,3.0
2007,Rest of Wicklow,Male,40 - 44 years,3.0
2007,Rest of Wicklow,Male,45 - 49 years,5.0
2007,Rest of Wicklow,Male,50 - 54 years,4.0
2007,Rest of Wicklow,Male,55 - 59 years,14.0
2007,Rest of Wicklow,Male,60 - 64 years,21.0
2007,Rest of Wicklow,Male,65 - 69 years,24.0
2007,Rest of Wicklow,Male,70 - 74 years,19.0
2007,Rest of Wicklow,Male,75 - 79 years,35.0
2007,Rest of Wicklow,Male,80 - 84 years,47.0
2007,Rest of Wicklow,Male,85 years and over,54.0
2007,Rest of Wicklow,Male,All ages,243.0
2007,Rest of Wicklow,Female,Under 1 year,1.0
2007,Rest of Wicklow,Female,1 - 4 years,2.0
2007,Rest of Wicklow,Female,5 - 9 years,0.0
2007,Rest of Wicklow,Female,10 - 14 years,0.0
2007,Rest of Wicklow,Female,15 - 19 years,1.0
2007,Rest of Wicklow,Female,20 - 24 years,0.0
2007,Rest of Wicklow,Female,25 - 29 years,1.0
2007,Rest of Wicklow,Female,30 - 34 years,3.0
2007,Rest of Wicklow,Female,35 - 39 years,1.0
2007,Rest of Wicklow,Female,40 - 44 years,4.0
2007,Rest of Wicklow,Female,45 - 49 years,4.0
2007,Rest of Wicklow,Female,50 - 54 years,6.0
2007,Rest of Wicklow,Female,55 - 59 years,4.0
2007,Rest of Wicklow,Female,60 - 64 years,10.0
2007,Rest of Wicklow,Female,65 - 69 years,14.0
2007,Rest of Wicklow,Female,70 - 74 years,16.0
2007,Rest of Wicklow,Female,75 - 79 years,36.0
2007,Rest of Wicklow,Female,80 - 84 years,39.0
2007,Rest of Wicklow,Female,85 years and over,76.0
2007,Rest of Wicklow,Female,All ages,218.0
2007,Carlow,Both sexes,Under 1 year,2.0
2007,Carlow,Both sexes,1 - 4 years,3.0
2007,Carlow,Both sexes,5 - 9 years,0.0
2007,Carlow,Both sexes,10 - 14 years,0.0
2007,Carlow,Both sexes,15 - 19 years,1.0
2007,Carlow,Both sexes,20 - 24 years,5.0
2007,Carlow,Both sexes,25 - 29 years,5.0
2007,Carlow,Both sexes,30 - 34 years,2.0
2007,Carlow,Both sexes,35 - 39 years,3.0
2007,Carlow,Both sexes,40 - 44 years,5.0
2007,Carlow,Both sexes,45 - 49 years,5.0
2007,Carlow,Both sexes,50 - 54 years,14.0
2007,Carlow,Both sexes,55 - 59 years,17.0
2007,Carlow,Both sexes,60 - 64 years,18.0
2007,Carlow,Both sexes,65 - 69 years,23.0
2007,Carlow,Both sexes,70 - 74 years,30.0
2007,Carlow,Both sexes,75 - 79 years,55.0
2007,Carlow,Both sexes,80 - 84 years,51.0
2007,Carlow,Both sexes,85 years and over,86.0
2007,Carlow,Both sexes,All ages,325.0
2007,Carlow,Male,Under 1 year,1.0
2007,Carlow,Male,1 - 4 years,3.0
2007,Carlow,Male,5 - 9 years,0.0
2007,Carlow,Male,10 - 14 years,0.0
2007,Carlow,Male,15 - 19 years,1.0
2007,Carlow,Male,20 - 24 years,5.0
2007,Carlow,Male,25 - 29 years,5.0
2007,Carlow,Male,30 - 34 years,2.0
2007,Carlow,Male,35 - 39 years,3.0
2007,Carlow,Male,40 - 44 years,5.0
2007,Carlow,Male,45 - 49 years,2.0
2007,Carlow,Male,50 - 54 years,8.0
2007,Carlow,Male,55 - 59 years,10.0
2007,Carlow,Male,60 - 64 years,9.0
2007,Carlow,Male,65 - 69 years,15.0
2007,Carlow,Male,70 - 74 years,17.0
2007,Carlow,Male,75 - 79 years,30.0
2007,Carlow,Male,80 - 84 years,20.0
2007,Carlow,Male,85 years and over,34.0
2007,Carlow,Male,All ages,170.0
2007,Carlow,Female,Under 1 year,1.0
2007,Carlow,Female,1 - 4 years,0.0
2007,Carlow,Female,5 - 9 years,0.0
2007,Carlow,Female,10 - 14 years,0.0
2007,Carlow,Female,15 - 19 years,0.0
2007,Carlow,Female,20 - 24 years,0.0
2007,Carlow,Female,25 - 29 years,0.0
2007,Carlow,Female,30 - 34 years,0.0
2007,Carlow,Female,35 - 39 years,0.0
2007,Carlow,Female,40 - 44 years,0.0
2007,Carlow,Female,45 - 49 years,3.0
2007,Carlow,Female,50 - 54 years,6.0
2007,Carlow,Female,55 - 59 years,7.0
2007,Carlow,Female,60 - 64 years,9.0
2007,Carlow,Female,65 - 69 years,8.0
2007,Carlow,Female,70 - 74 years,13.0
2007,Carlow,Female,75 - 79 years,25.0
2007,Carlow,Female,80 - 84 years,31.0
2007,Carlow,Female,85 years and over,52.0
2007,Carlow,Female,All ages,155.0
2007,Carlow Town,Both sexes,Under 1 year,0.0
2007,Carlow Town,Both sexes,1 - 4 years,2.0
2007,Carlow Town,Both sexes,5 - 9 years,0.0
2007,Carlow Town,Both sexes,10 - 14 years,0.0
2007,Carlow Town,Both sexes,15 - 19 years,0.0
2007,Carlow Town,Both sexes,20 - 24 years,1.0
2007,Carlow Town,Both sexes,25 - 29 years,2.0
2007,Carlow Town,Both sexes,30 - 34 years,1.0
2007,Carlow Town,Both sexes,35 - 39 years,0.0
2007,Carlow Town,Both sexes,40 - 44 years,1.0
2007,Carlow Town,Both sexes,45 - 49 years,2.0
2007,Carlow Town,Both sexes,50 - 54 years,4.0
2007,Carlow Town,Both sexes,55 - 59 years,3.0
2007,Carlow Town,Both sexes,60 - 64 years,6.0
2007,Carlow Town,Both sexes,65 - 69 years,7.0
2007,Carlow Town,Both sexes,70 - 74 years,5.0
2007,Carlow Town,Both sexes,75 - 79 years,12.0
2007,Carlow Town,Both sexes,80 - 84 years,12.0
2007,Carlow Town,Both sexes,85 years and over,20.0
2007,Carlow Town,Both sexes,All ages,78.0
2007,Carlow Town,Male,Under 1 year,0.0
2007,Carlow Town,Male,1 - 4 years,2.0
2007,Carlow Town,Male,5 - 9 years,0.0
2007,Carlow Town,Male,10 - 14 years,0.0
2007,Carlow Town,Male,15 - 19 years,0.0
2007,Carlow Town,Male,20 - 24 years,1.0
2007,Carlow Town,Male,25 - 29 years,2.0
2007,Carlow Town,Male,30 - 34 years,1.0
2007,Carlow Town,Male,35 - 39 years,0.0
2007,Carlow Town,Male,40 - 44 years,1.0
2007,Carlow Town,Male,45 - 49 years,1.0
2007,Carlow Town,Male,50 - 54 years,1.0
2007,Carlow Town,Male,55 - 59 years,2.0
2007,Carlow Town,Male,60 - 64 years,4.0
2007,Carlow Town,Male,65 - 69 years,4.0
2007,Carlow Town,Male,70 - 74 years,2.0
2007,Carlow Town,Male,75 - 79 years,7.0
2007,Carlow Town,Male,80 - 84 years,6.0
2007,Carlow Town,Male,85 years and over,9.0
2007,Carlow Town,Male,All ages,43.0
2007,Carlow Town,Female,Under 1 year,0.0
2007,Carlow Town,Female,1 - 4 years,0.0
2007,Carlow Town,Female,5 - 9 years,0.0
2007,Carlow Town,Female,10 - 14 years,0.0
2007,Carlow Town,Female,15 - 19 years,0.0
2007,Carlow Town,Female,20 - 24 years,0.0
2007,Carlow Town,Female,25 - 29 years,0.0
2007,Carlow Town,Female,30 - 34 years,0.0
2007,Carlow Town,Female,35 - 39 years,0.0
2007,Carlow Town,Female,40 - 44 years,0.0
2007,Carlow Town,Female,45 - 49 years,1.0
2007,Carlow Town,Female,50 - 54 years,3.0
2007,Carlow Town,Female,55 - 59 years,1.0
2007,Carlow Town,Female,60 - 64 years,2.0
2007,Carlow Town,Female,65 - 69 years,3.0
2007,Carlow Town,Female,70 - 74 years,3.0
2007,Carlow Town,Female,75 - 79 years,5.0
2007,Carlow Town,Female,80 - 84 years,6.0
2007,Carlow Town,Female,85 years and over,11.0
2007,Carlow Town,Female,All ages,35.0
2007,Rest of Co. Carlow,Both sexes,Under 1 year,2.0
2007,Rest of Co. Carlow,Both sexes,1 - 4 years,1.0
2007,Rest of Co. Carlow,Both sexes,5 - 9 years,0.0
2007,Rest of Co. Carlow,Both sexes,10 - 14 years,0.0
2007,Rest of Co. Carlow,Both sexes,15 - 19 years,1.0
2007,Rest of Co. Carlow,Both sexes,20 - 24 years,4.0
2007,Rest of Co. Carlow,Both sexes,25 - 29 years,3.0
2007,Rest of Co. Carlow,Both sexes,30 - 34 years,1.0
2007,Rest of Co. Carlow,Both sexes,35 - 39 years,3.0
2007,Rest of Co. Carlow,Both sexes,40 - 44 years,4.0
2007,Rest of Co. Carlow,Both sexes,45 - 49 years,3.0
2007,Rest of Co. Carlow,Both sexes,50 - 54 years,10.0
2007,Rest of Co. Carlow,Both sexes,55 - 59 years,14.0
2007,Rest of Co. Carlow,Both sexes,60 - 64 years,12.0
2007,Rest of Co. Carlow,Both sexes,65 - 69 years,16.0
2007,Rest of Co. Carlow,Both sexes,70 - 74 years,25.0
2007,Rest of Co. Carlow,Both sexes,75 - 79 years,43.0
2007,Rest of Co. Carlow,Both sexes,80 - 84 years,39.0
2007,Rest of Co. Carlow,Both sexes,85 years and over,66.0
2007,Rest of Co. Carlow,Both sexes,All ages,247.0
2007,Rest of Co. Carlow,Male,Under 1 year,1.0
2007,Rest of Co. Carlow,Male,1 - 4 years,1.0
2007,Rest of Co. Carlow,Male,5 - 9 years,0.0
2007,Rest of Co. Carlow,Male,10 - 14 years,0.0
2007,Rest of Co. Carlow,Male,15 - 19 years,1.0
2007,Rest of Co. Carlow,Male,20 - 24 years,4.0
2007,Rest of Co. Carlow,Male,25 - 29 years,3.0
2007,Rest of Co. Carlow,Male,30 - 34 years,1.0
2007,Rest of Co. Carlow,Male,35 - 39 years,3.0
2007,Rest of Co. Carlow,Male,40 - 44 years,4.0
2007,Rest of Co. Carlow,Male,45 - 49 years,1.0
2007,Rest of Co. Carlow,Male,50 - 54 years,7.0
2007,Rest of Co. Carlow,Male,55 - 59 years,8.0
2007,Rest of Co. Carlow,Male,60 - 64 years,5.0
2007,Rest of Co. Carlow,Male,65 - 69 years,11.0
2007,Rest of Co. Carlow,Male,70 - 74 years,15.0
2007,Rest of Co. Carlow,Male,75 - 79 years,23.0
2007,Rest of Co. Carlow,Male,80 - 84 years,14.0
2007,Rest of Co. Carlow,Male,85 years and over,25.0
2007,Rest of Co. Carlow,Male,All ages,127.0
2007,Rest of Co. Carlow,Female,Under 1 year,1.0
2007,Rest of Co. Carlow,Female,1 - 4 years,0.0
2007,Rest of Co. Carlow,Female,5 - 9 years,0.0
2007,Rest of Co. Carlow,Female,10 - 14 years,0.0
2007,Rest of Co. Carlow,Female,15 - 19 years,0.0
2007,Rest of Co. Carlow,Female,20 - 24 years,0.0
2007,Rest of Co. Carlow,Female,25 - 29 years,0.0
2007,Rest of Co. Carlow,Female,30 - 34 years,0.0
2007,Rest of Co. Carlow,Female,35 - 39 years,0.0
2007,Rest of Co. Carlow,Female,40 - 44 years,0.0
2007,Rest of Co. Carlow,Female,45 - 49 years,2.0
2007,Rest of Co. Carlow,Female,50 - 54 years,3.0
2007,Rest of Co. Carlow,Female,55 - 59 years,6.0
2007,Rest of Co. Carlow,Female,60 - 64 years,7.0
2007,Rest of Co. Carlow,Female,65 - 69 years,5.0
2007,Rest of Co. Carlow,Female,70 - 74 years,10.0
2007,Rest of Co. Carlow,Female,75 - 79 years,20.0
2007,Rest of Co. Carlow,Female,80 - 84 years,25.0
2007,Rest of Co. Carlow,Female,85 years and over,41.0
2007,Rest of Co. Carlow,Female,All ages,120.0
2007,Kildare,Both sexes,Under 1 year,14.0
2007,Kildare,Both sexes,1 - 4 years,5.0
2007,Kildare,Both sexes,5 - 9 years,1.0
2007,Kildare,Both sexes,10 - 14 years,4.0
2007,Kildare,Both sexes,15 - 19 years,8.0
2007,Kildare,Both sexes,20 - 24 years,13.0
2007,Kildare,Both sexes,25 - 29 years,13.0
2007,Kildare,Both sexes,30 - 34 years,10.0
2007,Kildare,Both sexes,35 - 39 years,13.0
2007,Kildare,Both sexes,40 - 44 years,16.0
2007,Kildare,Both sexes,45 - 49 years,23.0
2007,Kildare,Both sexes,50 - 54 years,32.0
2007,Kildare,Both sexes,55 - 59 years,34.0
2007,Kildare,Both sexes,60 - 64 years,61.0
2007,Kildare,Both sexes,65 - 69 years,65.0
2007,Kildare,Both sexes,70 - 74 years,78.0
2007,Kildare,Both sexes,75 - 79 years,106.0
2007,Kildare,Both sexes,80 - 84 years,129.0
2007,Kildare,Both sexes,85 years and over,196.0
2007,Kildare,Both sexes,All ages,821.0
2007,Kildare,Male,Under 1 year,10.0
2007,Kildare,Male,1 - 4 years,3.0
2007,Kildare,Male,5 - 9 years,0.0
2007,Kildare,Male,10 - 14 years,2.0
2007,Kildare,Male,15 - 19 years,6.0
2007,Kildare,Male,20 - 24 years,9.0
2007,Kildare,Male,25 - 29 years,10.0
2007,Kildare,Male,30 - 34 years,8.0
2007,Kildare,Male,35 - 39 years,5.0
2007,Kildare,Male,40 - 44 years,10.0
2007,Kildare,Male,45 - 49 years,14.0
2007,Kildare,Male,50 - 54 years,22.0
2007,Kildare,Male,55 - 59 years,26.0
2007,Kildare,Male,60 - 64 years,41.0
2007,Kildare,Male,65 - 69 years,46.0
2007,Kildare,Male,70 - 74 years,42.0
2007,Kildare,Male,75 - 79 years,62.0
2007,Kildare,Male,80 - 84 years,60.0
2007,Kildare,Male,85 years and over,72.0
2007,Kildare,Male,All ages,448.0
2007,Kildare,Female,Under 1 year,4.0
2007,Kildare,Female,1 - 4 years,2.0
2007,Kildare,Female,5 - 9 years,1.0
2007,Kildare,Female,10 - 14 years,2.0
2007,Kildare,Female,15 - 19 years,2.0
2007,Kildare,Female,20 - 24 years,4.0
2007,Kildare,Female,25 - 29 years,3.0
2007,Kildare,Female,30 - 34 years,2.0
2007,Kildare,Female,35 - 39 years,8.0
2007,Kildare,Female,40 - 44 years,6.0
2007,Kildare,Female,45 - 49 years,9.0
2007,Kildare,Female,50 - 54 years,10.0
2007,Kildare,Female,55 - 59 years,8.0
2007,Kildare,Female,60 - 64 years,20.0
2007,Kildare,Female,65 - 69 years,19.0
2007,Kildare,Female,70 - 74 years,36.0
2007,Kildare,Female,75 - 79 years,44.0
2007,Kildare,Female,80 - 84 years,69.0
2007,Kildare,Female,85 years and over,124.0
2007,Kildare,Female,All ages,373.0
2007,Athy Town,Both sexes,Under 1 year,1.0
2007,Athy Town,Both sexes,1 - 4 years,0.0
2007,Athy Town,Both sexes,5 - 9 years,0.0
2007,Athy Town,Both sexes,10 - 14 years,0.0
2007,Athy Town,Both sexes,15 - 19 years,0.0
2007,Athy Town,Both sexes,20 - 24 years,1.0
2007,Athy Town,Both sexes,25 - 29 years,1.0
2007,Athy Town,Both sexes,30 - 34 years,1.0
2007,Athy Town,Both sexes,35 - 39 years,1.0
2007,Athy Town,Both sexes,40 - 44 years,2.0
2007,Athy Town,Both sexes,45 - 49 years,1.0
2007,Athy Town,Both sexes,50 - 54 years,3.0
2007,Athy Town,Both sexes,55 - 59 years,2.0
2007,Athy Town,Both sexes,60 - 64 years,6.0
2007,Athy Town,Both sexes,65 - 69 years,4.0
2007,Athy Town,Both sexes,70 - 74 years,3.0
2007,Athy Town,Both sexes,75 - 79 years,8.0
2007,Athy Town,Both sexes,80 - 84 years,13.0
2007,Athy Town,Both sexes,85 years and over,13.0
2007,Athy Town,Both sexes,All ages,60.0
2007,Athy Town,Male,Under 1 year,1.0
2007,Athy Town,Male,1 - 4 years,0.0
2007,Athy Town,Male,5 - 9 years,0.0
2007,Athy Town,Male,10 - 14 years,0.0
2007,Athy Town,Male,15 - 19 years,0.0
2007,Athy Town,Male,20 - 24 years,1.0
2007,Athy Town,Male,25 - 29 years,1.0
2007,Athy Town,Male,30 - 34 years,1.0
2007,Athy Town,Male,35 - 39 years,1.0
2007,Athy Town,Male,40 - 44 years,2.0
2007,Athy Town,Male,45 - 49 years,1.0
2007,Athy Town,Male,50 - 54 years,2.0
2007,Athy Town,Male,55 - 59 years,1.0
2007,Athy Town,Male,60 - 64 years,6.0
2007,Athy Town,Male,65 - 69 years,3.0
2007,Athy Town,Male,70 - 74 years,3.0
2007,Athy Town,Male,75 - 79 years,6.0
2007,Athy Town,Male,80 - 84 years,8.0
2007,Athy Town,Male,85 years and over,6.0
2007,Athy Town,Male,All ages,43.0
2007,Athy Town,Female,Under 1 year,0.0
2007,Athy Town,Female,1 - 4 years,0.0
2007,Athy Town,Female,5 - 9 years,0.0
2007,Athy Town,Female,10 - 14 years,0.0
2007,Athy Town,Female,15 - 19 years,0.0
2007,Athy Town,Female,20 - 24 years,0.0
2007,Athy Town,Female,25 - 29 years,0.0
2007,Athy Town,Female,30 - 34 years,0.0
2007,Athy Town,Female,35 - 39 years,0.0
2007,Athy Town,Female,40 - 44 years,0.0
2007,Athy Town,Female,45 - 49 years,0.0
2007,Athy Town,Female,50 - 54 years,1.0
2007,Athy Town,Female,55 - 59 years,1.0
2007,Athy Town,Female,60 - 64 years,0.0
2007,Athy Town,Female,65 - 69 years,1.0
2007,Athy Town,Female,70 - 74 years,0.0
2007,Athy Town,Female,75 - 79 years,2.0
2007,Athy Town,Female,80 - 84 years,5.0
2007,Athy Town,Female,85 years and over,7.0
2007,Athy Town,Female,All ages,17.0
2007,Naas Town,Both sexes,Under 1 year,4.0
2007,Naas Town,Both sexes,1 - 4 years,2.0
2007,Naas Town,Both sexes,5 - 9 years,0.0
2007,Naas Town,Both sexes,10 - 14 years,0.0
2007,Naas Town,Both sexes,15 - 19 years,1.0
2007,Naas Town,Both sexes,20 - 24 years,0.0
2007,Naas Town,Both sexes,25 - 29 years,1.0
2007,Naas Town,Both sexes,30 - 34 years,2.0
2007,Naas Town,Both sexes,35 - 39 years,2.0
2007,Naas Town,Both sexes,40 - 44 years,1.0
2007,Naas Town,Both sexes,45 - 49 years,6.0
2007,Naas Town,Both sexes,50 - 54 years,7.0
2007,Naas Town,Both sexes,55 - 59 years,3.0
2007,Naas Town,Both sexes,60 - 64 years,9.0
2007,Naas Town,Both sexes,65 - 69 years,9.0
2007,Naas Town,Both sexes,70 - 74 years,13.0
2007,Naas Town,Both sexes,75 - 79 years,15.0
2007,Naas Town,Both sexes,80 - 84 years,15.0
2007,Naas Town,Both sexes,85 years and over,24.0
2007,Naas Town,Both sexes,All ages,114.0
2007,Naas Town,Male,Under 1 year,2.0
2007,Naas Town,Male,1 - 4 years,0.0
2007,Naas Town,Male,5 - 9 years,0.0
2007,Naas Town,Male,10 - 14 years,0.0
2007,Naas Town,Male,15 - 19 years,0.0
2007,Naas Town,Male,20 - 24 years,0.0
2007,Naas Town,Male,25 - 29 years,1.0
2007,Naas Town,Male,30 - 34 years,1.0
2007,Naas Town,Male,35 - 39 years,1.0
2007,Naas Town,Male,40 - 44 years,0.0
2007,Naas Town,Male,45 - 49 years,4.0
2007,Naas Town,Male,50 - 54 years,4.0
2007,Naas Town,Male,55 - 59 years,3.0
2007,Naas Town,Male,60 - 64 years,7.0
2007,Naas Town,Male,65 - 69 years,6.0
2007,Naas Town,Male,70 - 74 years,6.0
2007,Naas Town,Male,75 - 79 years,9.0
2007,Naas Town,Male,80 - 84 years,9.0
2007,Naas Town,Male,85 years and over,8.0
2007,Naas Town,Male,All ages,61.0
2007,Naas Town,Female,Under 1 year,2.0
2007,Naas Town,Female,1 - 4 years,2.0
2007,Naas Town,Female,5 - 9 years,0.0
2007,Naas Town,Female,10 - 14 years,0.0
2007,Naas Town,Female,15 - 19 years,1.0
2007,Naas Town,Female,20 - 24 years,0.0
2007,Naas Town,Female,25 - 29 years,0.0
2007,Naas Town,Female,30 - 34 years,1.0
2007,Naas Town,Female,35 - 39 years,1.0
2007,Naas Town,Female,40 - 44 years,1.0
2007,Naas Town,Female,45 - 49 years,2.0
2007,Naas Town,Female,50 - 54 years,3.0
2007,Naas Town,Female,55 - 59 years,0.0
2007,Naas Town,Female,60 - 64 years,2.0
2007,Naas Town,Female,65 - 69 years,3.0
2007,Naas Town,Female,70 - 74 years,7.0
2007,Naas Town,Female,75 - 79 years,6.0
2007,Naas Town,Female,80 - 84 years,6.0
2007,Naas Town,Female,85 years and over,16.0
2007,Naas Town,Female,All ages,53.0
2007,Rest of Co. Kildare,Both sexes,Under 1 year,9.0
2007,Rest of Co. Kildare,Both sexes,1 - 4 years,3.0
2007,Rest of Co. Kildare,Both sexes,5 - 9 years,1.0
2007,Rest of Co. Kildare,Both sexes,10 - 14 years,4.0
2007,Rest of Co. Kildare,Both sexes,15 - 19 years,7.0
2007,Rest of Co. Kildare,Both sexes,20 - 24 years,12.0
2007,Rest of Co. Kildare,Both sexes,25 - 29 years,11.0
